,Number,Na2O,K2O,Al2O3,SiO2,CaO,MgO,Fe2O3,S,PPP,P2O5,Albit,GidroSl,Mont,Clay,Q,Dolomit,Calcit,Carb,Pyrit,Siderit,UV,Kerogen,OV,Appatit,well,field
1299,76125/19,0.38,0.73,5.7,75.96,1.44,0.35,1.27,1.79,11.6,0.13,3.2152903225806453,8.11111111111111,13.207526881720433,21.318637992831544,63.24236559139784,0.0,2.5694117647058823,2.5694117647058823,1.776216826608086,0.0,0.0,8.496568394251632,8.496568394251632,0.0,4037,Ем-Еговское
1300,76127/19,0.46,1.05,6.91,55.59,14.82,3.18,1.29,0.88,14.64,0.48,3.892193548387097,11.666666666666666,13.266129032258068,24.932795698924735,40.723854838709684,10.747851507955568,20.60914798038535,31.356999488340918,1.6212249971094925,0.0,0.0,0.0,0.0,0.0,4037,Ем-Еговское
1301,76128/19,0.4,0.99,6.56,42.98,19.48,5.81,1.75,0.95,20.03,0.32,3.3845161290322583,11.0,13.009677419354837,24.009677419354837,28.9036129032258,22.922692707916433,22.315039072861197,45.23773178077763,1.7757009345794392,0.8504987854357323,0.0,4.1099679674519525,4.1099679674519525,0.0,4037,Ем-Еговское
1302,76129/19,0.38,1.08,6.5,37.59,23.41,4.75,2.18,1.01,21.68,0.68,3.2152903225806453,12.0,11.3741935483871,23.374193548387098,23.999032258064517,18.169395127938312,31.907679908591945,50.07707503653026,1.8878504672897196,1.6422670253921636,0.0,4.281216632762451,4.281216632762451,0.0,4037,Ем-Еговское
1303,76131/19,0.64,1.41,8.62,68.89,2.35,0.82,2.73,2.88,9.65,1.19,5.4152258064516126,15.666666666666666,14.335483870967742,30.002150537634407,50.5715806451613,0.0,1.3731277856352047,1.3731277856352047,4.456619724823679,0.0,0.0,4.7554437059299834,4.7554437059299834,2.8429404195662995,4037,Ем-Еговское
1304,76141/19,0.7,2.28,11.36,65.59,1.76,0.96,2.52,1.46,11.98,0.4,5.922903225806451,25.33333333333333,13.041935483870976,38.3752688172043,43.087322580645164,0.0,3.140392156862745,3.140392156862745,2.7289719626168223,0.7658656275859238,0.0,6.836773638165268,6.836773638165268,0.0,4037,Ем-Еговское
1305,76142/19,0.21,0.14,1.19,92.88,0.96,0.19,0.32,0.58,3.17,0.04,1.7768709677419354,1.5555555555555556,1.889247311827957,3.4448028673835127,89.97176344086022,0.34396885959841217,1.5262205536625562,1.8701894132609684,0.529806991174317,0.0,0.0,2.028638035216669,2.028638035216669,0.0,4037,Ем-Еговское
1306,76144/19,0.61,1.52,9.15,26.99,2.03,3.47,21.77,1.49,23.12,0.04,5.1613870967741935,16.88888888888889,15.398924731182799,32.28781362007169,7.73537634408602,10.952991868038694,0.0,10.952991868038694,2.7850467289719627,41.02174939588571,0.0,0.6191297899687236,0.6191297899687236,0.0,4037,Ем-Еговское
1307,76145/19,0.61,0.98,9.46,48.83,6.93,3.0,3.47,4.32,20.7,0.26,5.1613870967741935,10.888888888888888,25.948924731182803,36.83781362007169,26.984876344086015,8.10844265381206,7.963693739954068,16.07213639376613,5.86399718657263,0.0,0.0,16.54525566384504,16.54525566384504,0.0,4037,Ем-Еговское
1308,76146/19,0.19,0.16,1.74,61.87,6.27,1.75,3.65,7.79,16.0,0.09,1.6076451612903226,1.7777777777777777,4.470430107526882,6.24820788530466,57.658349462365585,7.0544503440445165,7.358197604165957,14.412647948210473,7.579501483793888,0.0,0.0,11.394622730275445,11.394622730275445,0.0,4037,Ем-Еговское
1309,76147/19,0.66,0.83,8.37,49.19,0.36,0.61,8.14,7.47,22.25,0.07,5.584451612903226,9.222222222222221,22.58763440860215,31.80985663082437,29.543327956989245,0.0,0.6423529411764706,0.6423529411764706,13.962616822429906,2.089745130366395,0.0,13.72623917334915,13.72623917334915,0.0,4037,Ем-Еговское
1310,76148/19,0.34,0.36,3.17,67.05,0.23,0.25,3.73,7.56,16.66,0.08,2.8768387096774193,3.9999999999999996,7.053225806451614,11.053225806451614,59.61537096774193,0.0,0.4103921568627451,0.4103921568627451,7.52977904960111,0.0,0.0,9.010314390183126,9.010314390183126,0.0,4037,Ем-Еговское
1311,76149/19,0.3,0.33,2.57,82.19,1.01,0.22,1.7,3.36,7.54,0.27,2.5383870967741933,3.6666666666666665,4.8822580645161295,8.548924731182796,76.25020967741935,0.0,1.802156862745098,1.802156862745098,3.2661094924268705,0.0,0.0,4.189005812979875,4.189005812979875,0.0,4037,Ем-Еговское
1312,76150/19,0.24,0.17,1.36,87.04,1.65,0.39,0.89,1.96,5.37,0.54,2.0307096774193547,1.888888888888889,1.9924731182795707,3.88136200716846,83.74963440860215,1.1925201372027592,2.2967680498028784,3.489288187005638,1.7332885497360004,0.0,0.0,2.292097520309743,2.292097520309743,0.0,4037,Ем-Еговское
1313,76151/19,0.3,0.31,2.37,88.11,1.12,0.43,0.47,0.78,5.34,0.24,2.5383870967741933,3.444444444444444,4.215591397849464,7.660035842293908,82.61354301075268,0.7992137226476455,1.5645848777712035,2.363798600418849,0.65884545419509,0.0,0.0,3.5567030487564977,3.5567030487564977,0.0,4037,Ем-Еговское
1314,76152/19,0.22,0.3,2.6,14.99,41.37,4.41,0.7,0.98,31.87,0.17,1.861483870967742,3.333333333333333,6.190322580645162,9.523655913978494,9.003387096774192,18.72618515257433,63.65170560350397,82.3778907560783,1.0835696612325125,0.0,0.0,2.489692134129548,2.489692134129548,0.0,4037,Ем-Еговское
1315,76153/19,0.82,1.29,11.26,41.36,6.53,0.65,5.93,7.16,23.82,0.15,6.938258064516129,14.333333333333334,28.05483870967742,42.388172043010755,15.617806451612902,0.0,11.65156862745098,11.65156862745098,10.883623771534282,0.0,0.0,15.83391505409374,15.83391505409374,0.0,4037,Ем-Еговское
1316,76154/19,0.61,1.51,7.53,80.02,0.17,0.86,1.75,0.92,5.87,0.07,5.1613870967741935,16.77777777777778,7.465591397849465,24.243369175627244,64.86304301075269,0.23742160795230466,0.17445099626161048,0.41187260421391514,1.719626168224299,0.8036035106033905,0.0,3.2010327438808477,3.2010327438808477,0.0,4037,Ем-Еговское
1317,76155/19,0.3,0.36,2.64,76.81,0.36,0.18,2.69,5.64,10.3,0.16,2.5383870967741933,3.9999999999999996,4.732258064516132,8.732258064516131,70.79170967741935,0.0,0.6423529411764706,0.6423529411764706,5.382564689559488,0.0,0.0,4.0309301219240306,4.0309301219240306,0.0,4037,Ем-Еговское
1318,76156/19,0.16,0.17,1.61,6.56,46.0,7.31,0.55,0.48,35.84,0.32,1.3538064516129031,1.888888888888889,3.900537634408603,5.789426523297492,2.7618118279569885,32.56521898188912,64.40067421372527,96.96589319561438,0.897196261682243,0.03035819255390851,0.0,2.687286747949354,2.687286747949354,0.0,4037,Ем-Еговское
1319,76157/19,0.2,0.18,1.87,14.58,44.4,4.22,0.37,0.3,32.11,0.48,1.6922580645161291,1.9999999999999998,4.7048387096774205,6.7048387096774205,10.087306451612902,18.286739240641424,69.29672573503908,87.5834649756805,0.5044804023586542,0.0,0.0,1.3304703997200231,1.3304703997200231,0.0,4037,Ем-Еговское
1320,76158/19,0.33,0.54,3.92,82.91,0.24,0.26,1.08,1.75,8.33,0.1,2.792225806451613,6.0,7.885483870967742,13.885483870967743,74.17908064516128,0.0,0.428235294117647,0.428235294117647,1.6887093305584464,0.0,0.0,5.782935697792971,5.782935697792971,0.0,4037,Ем-Еговское
1321,76159/19,0.29,0.51,4.12,14.49,43.87,2.73,1.64,1.72,28.63,0.77,2.4537741935483868,5.666666666666667,9.714516129032258,15.381182795698926,5.21391935483871,10.145632665403737,72.77037117517835,82.91600384058209,2.84095375187883,0.0,0.0,1.989119112452708,1.989119112452708,0.0,4037,Ем-Еговское
1322,76160/19,0.62,0.65,6.33,21.15,0.33,0.45,15.79,17.04,34.19,0.09,5.2459999999999996,7.222222222222222,15.716666666666672,22.938888888888894,6.170166666666663,0.0,0.5888235294117647,0.5888235294117647,31.850467289719624,1.065267625755087,0.0,14.529790602883024,14.529790602883024,0.0,4037,Ем-Еговское
1323,76161/19,0.26,0.44,3.97,10.13,41.7,7.32,2.24,2.17,30.27,0.35,2.1999354838709677,4.888888888888888,10.377956989247314,15.266845878136202,1.0517150537634397,31.16545378004275,57.48797604392665,88.6534298239694,4.05607476635514,0.08924537484390405,0.0,5.09794103655098,5.09794103655098,0.0,4037,Ем-Еговское
1324,76162/19,0.7,1.23,9.95,56.82,0.91,0.93,3.73,4.45,20.05,0.09,5.922903225806451,13.666666666666666,23.491935483870968,37.15860215053763,34.412822580645155,0.0,1.6237254901960785,1.6237254901960785,6.364790727251707,0.0,0.0,15.293823109652939,15.293823109652939,0.0,4037,Ем-Еговское
1325,76163/19,0.26,0.24,1.87,90.73,0.21,0.15,0.47,0.97,4.62,0.06,2.1999354838709677,2.6666666666666665,3.2112903225806466,5.877956989247313,86.34004838709677,0.0,0.3747058823529411,0.3747058823529411,0.7403252399121285,0.0,0.0,4.360254478290373,4.360254478290373,0.0,4037,Ем-Еговское
1326,76164/19,0.74,0.66,6.09,22.69,0.6,0.47,13.86,15.29,35.87,0.23,6.261354838709677,7.333333333333333,13.362903225806452,20.696236559139784,8.16098387096774,0.0,1.0705882352941176,1.0705882352941176,28.579439252336446,0.29807386227461036,0.0,14.345368963317874,14.345368963317874,0.0,4037,Ем-Еговское
1327,76165/19,0.31,0.37,2.98,87.47,1.17,0.36,0.56,0.96,5.25,0.06,2.6229999999999998,4.111111111111111,6.183333333333334,10.294444444444444,80.60183333333335,0.0771087216248506,2.045789233256026,2.1228979548808766,0.7399438470728796,0.0,0.0,3.345935460682038,3.345935460682038,0.0,4037,Ем-Еговское
1328,76166/19,0.65,0.7,6.63,28.27,0.81,0.67,12.88,14.3,31.34,0.14,5.4998387096774195,7.777777777777777,16.136559139784946,23.91433691756272,12.643204301075267,0.0,1.4452941176470588,1.4452941176470588,26.649558022122022,0.0,0.0,16.96679083999396,16.96679083999396,0.0,4037,Ем-Еговское
1329,80302/19,0.63,0.69,6.43,29.39,1.25,0.87,13.27,17.34,28.35,0.09,5.3306129032258065,7.666666666666666,15.467741935483872,23.134408602150536,14.272290322580641,0.4523201437249309,1.984853944352628,2.437174088077559,27.52013065094231,0.0,0.0,11.315256041696943,11.315256041696943,0.0,4452,Ем-Еговское
1330,80303/19,0.53,0.58,5.41,24.53,0.41,0.34,17.23,19.29,31.07,0.3,4.484483870967742,6.444444444444444,13.023655913978496,19.46810035842294,11.808720430107527,0.0,0.7315686274509803,0.7315686274509803,36.05607476635514,0.13660252576694082,0.0,11.664812006371791,11.664812006371791,0.0,4452,Ем-Еговское
1331,80305/19,0.21,0.21,2.37,63.37,2.78,0.51,4.56,9.22,16.05,0.12,1.7768709677419354,2.333333333333333,6.6225806451612925,8.955913978494625,57.686096774193544,0.9676174213114901,4.43512912067359,5.40274654198508,9.423059081974795,0.0,0.0,10.47373242303527,10.47373242303527,0.0,4452,Ем-Еговское
1332,80310/19,0.44,0.82,6.63,28.35,27.93,1.72,1.01,1.36,27.6,1.19,3.722967741935484,9.11111111111111,15.863978494623655,24.975089605734766,13.463607526881724,4.06090444723119,44.81144481877289,48.87234926600408,1.059764173122134,0.0,0.0,11.69070504079215,11.69070504079215,2.8429404195662995,4452,Ем-Еговское
1333,80318/19,0.36,0.44,3.86,13.51,31.8,0.57,1.73,1.92,17.49,26.32,3.046064516129032,4.888888888888888,9.005376344086022,13.89426523297491,4.550118279569893,0.4889474698423708,0.0,0.4889474698423708,3.104619801903881,0.0,0.0,9.826406562526293,9.826406562526293,62.879152809231094,4452,Ем-Еговское
1334,80319/19,0.87,1.52,10.5,39.18,7.34,0.64,2.18,2.72,23.39,5.25,7.361322580645161,16.88888888888889,20.01021505376344,36.89910394265233,16.061424731182797,0.0,0.6556444983329381,0.6556444983329381,2.9880894515743637,0.0,0.0,19.12200591943522,19.12200591943522,12.542384203968968,4452,Ем-Еговское
1335,80320/19,1.03,1.95,13.44,43.45,2.12,0.84,3.81,3.67,24.5,0.1,8.715129032258064,21.666666666666664,26.227419354838712,47.89408602150537,14.00840322580645,0.0,3.7827450980392157,3.7827450980392157,0.0,5.781413631055613,0.0,17.98271240493942,17.98271240493942,0.0,4452,Ем-Еговское
1336,80325/19,0.19,0.14,1.75,16.23,39.8,3.69,4.09,3.56,29.19,0.66,1.6076451612903226,1.5555555555555556,4.853763440860215,6.40931899641577,11.926182795698926,15.90670105629523,62.38086644948185,78.28756750577708,6.654205607476635,1.8035949710643082,0.0,3.6509178532706383,3.6509178532706383,0.0,4452,Ем-Еговское
1337,80328/19,0.61,1.17,9.73,49.32,9.32,2.26,3.46,3.81,18.85,0.13,5.1613870967741935,12.999999999999998,24.132258064516137,37.13225806451614,27.41970967741935,4.677528215800846,14.090646793576953,18.7681750093778,5.796199098161638,0.0,0.0,7.560766050744868,7.560766050744868,0.0,4452,Ем-Еговское
1338,80344/19,0.44,0.72,5.66,73.0,0.56,0.45,2.06,3.03,12.94,0.21,3.722967741935484,7.999999999999999,12.680645161290327,20.680645161290325,60.25377419354839,0.0,0.9992156862745099,0.9992156862745099,3.5015407561567815,0.0,0.0,11.095165249123891,11.095165249123891,0.0,4452,Ем-Еговское
1339,80351/19,0.39,0.69,4.91,76.21,0.21,0.32,2.06,3.35,10.97,0.08,3.299903225806452,7.666666666666666,9.84193548387097,17.508602150537634,65.35732258064516,0.0,0.3747058823529411,0.3747058823529411,3.6291670713377275,0.0,0.0,8.415236186616719,8.415236186616719,0.0,4452,Ем-Еговское
1340,80352/19,0.21,0.19,1.64,83.94,2.6,1.04,1.1,2.14,6.28,0.4,1.7768709677419354,2.111111111111111,3.3059139784946234,5.417025089605735,80.05093010752688,3.9324901352164616,2.504496258209608,6.43698639342607,2.1221068717000042,0.0,0.0,3.637971336060459,3.637971336060459,0.0,4452,Ем-Еговское
1341,80355/19,0.49,0.94,5.8,76.42,1.52,0.5,1.44,1.84,10.18,0.08,4.1460322580645155,10.444444444444443,9.302688172043013,19.747132616487455,63.96905913978494,0.0,2.712156862745098,2.712156862745098,2.1636647396616184,0.0,0.0,8.37639663498618,8.37639663498618,0.0,4452,Ем-Еговское
1342,80356/19,0.46,0.7,4.44,78.47,1.72,0.46,1.08,1.62,10.33,0.08,3.892193548387097,7.777777777777777,6.749462365591401,14.527240143369177,68.73568817204301,0.0,3.069019607843137,3.069019607843137,1.6345666936447378,0.0,0.0,8.479968772667617,8.479968772667617,0.0,4452,Ем-Еговское
1343,80357/19,0.4,0.51,3.42,85.73,0.98,0.45,0.92,1.54,5.48,0.1,3.3845161290322583,5.666666666666667,5.3096774193548395,10.976344086021506,78.0606129032258,0.3849149301386555,1.5396795957370113,1.924594525875667,1.4621292634986707,0.0,0.0,8.09157325636223,8.09157325636223,0.0,4452,Ем-Еговское
1344,80358/19,0.63,1.6,9.58,59.98,8.34,0.92,2.11,1.77,13.42,0.72,5.3306129032258065,17.77777777777778,16.051075268817208,33.828853046594986,39.863123655913974,0.0,14.881176470588233,14.881176470588233,2.9410207345743244,0.0,0.0,8.259877980094565,8.259877980094565,0.0,4452,Ем-Еговское
1345,80360/19,0.3,0.41,3.56,59.1,13.61,0.3,1.65,2.5,7.34,10.17,2.5383870967741933,4.555555555555555,8.498924731182797,13.054480286738352,50.90237634408602,0.0,0.184092743045173,0.184092743045173,2.97042370987012,0.0,0.0,5.023248677549672,5.023248677549672,24.296389972259888,4452,Ем-Еговское
1346,80361/19,0.51,1.06,8.57,64.43,0.46,0.6,4.94,5.76,12.66,0.15,4.315258064516129,11.777777777777779,20.988172043010756,32.765949820788535,45.28313978494624,0.0,0.8207843137254902,0.8207843137254902,9.167313138320424,0.0,0.0,11.533660130718953,11.533660130718953,0.0,4452,Ем-Еговское
1347,80362/19,0.32,0.55,4.07,55.06,19.85,0.3,1.19,1.51,6.95,9.45,2.7076129032258063,6.111111111111112,8.551075268817206,14.662186379928318,45.99612365591398,0.0,13.024434606803212,13.024434606803212,1.8935296951478016,0.0,0.0,0.8277515769851566,0.8277515769851566,22.576291567144143,4452,Ем-Еговское
1348,80369/19,0.31,0.55,4.25,38.26,25.65,0.31,2.0,2.6,8.7,16.61,2.6229999999999998,6.111111111111112,9.533333333333333,15.644444444444446,28.75333333333333,0.0,6.406002281915272,6.406002281915272,3.5976535244922343,0.0,0.0,12.182672694778974,12.182672694778974,39.68171459579516,4452,Ем-Еговское
1349,80370/19,0.65,1.34,8.69,63.27,0.33,0.7,5.11,6.1,12.83,0.11,5.4998387096774195,14.88888888888889,15.769892473118276,30.658781362007165,44.52353763440861,0.0,0.5888235294117647,0.5888235294117647,9.5625018691949,0.0,0.0,7.172370534439481,7.172370534439481,0.0,4452,Ем-Еговское
1350,80371/19,0.77,1.64,8.99,69.79,0.52,0.81,2.73,2.76,10.9,0.19,6.515193548387097,18.22222222222222,11.282795698924737,29.50501792114696,51.084021505376356,0.0,0.927843137254902,0.927843137254902,4.433438856129804,0.0,0.0,8.933096875023903,8.933096875023903,0.0,4452,Ем-Еговское
1351,80372/19,0.34,0.54,4.35,40.99,24.8,0.3,1.94,2.5,8.17,15.28,2.8768387096774193,6.0,9.953225806451613,15.953225806451613,31.14637096774194,0.0,8.041110904429107,8.041110904429107,3.458574748525842,0.0,0.0,4.116992472837103,4.116992472837103,36.504310597456346,4452,Ем-Еговское
1352,80373/19,0.79,2.07,11.21,66.56,0.27,0.9,2.95,2.54,11.49,0.13,6.68441935483871,22.999999999999996,15.051612903225816,38.051612903225816,43.593935483870965,0.0,0.48176470588235293,0.48176470588235293,4.498443288241416,0.0,0.0,4.427708885881413,4.427708885881413,0.0,4452,Ем-Еговское
1353,80375/19,0.88,2.38,13.17,65.27,0.39,1.19,3.45,2.32,9.7,0.11,7.445935483870968,26.444444444444443,18.944623655913983,45.38906810035843,38.1933817204301,0.0,0.6958823529411764,0.6958823529411764,4.336448598130841,0.8663518075865658,0.0,4.453601920301772,4.453601920301772,0.0,4452,Ем-Еговское
1354,80376/19,0.61,1.29,6.94,81.7,0.74,0.7,1.12,0.88,5.2,0.09,5.1613870967741935,14.333333333333334,8.182258064516132,22.515591397849466,67.31420967741934,0.0,1.320392156862745,1.320392156862745,1.3045252630361892,0.0,0.0,3.1460036820736352,3.1460036820736352,0.0,4452,Ем-Еговское
1355,80378/19,0.68,2.02,10.12,31.22,19.73,7.02,5.52,1.5,19.34,0.48,5.753677419354839,22.444444444444443,0.0,28.18610770836169,14.15849217367633,28.698002021872988,19.62603907512826,48.32404109700125,2.803738317757009,7.557473049051462,0.0,1.4370634103299322,1.4370634103299322,0.0,4452,Ем-Еговское
1356,80381/19,0.26,0.88,5.79,15.56,36.9,2.21,6.27,0.89,30.03,0.47,2.1999354838709677,9.777777777777777,0.0,15.926954312417767,6.641772696338641,8.620924547376159,61.16137957692036,69.78230412429652,1.6635514018691588,10.887145537578578,0.0,1.5017959963808298,1.5017959963808298,0.0,4452,Ем-Еговское
1357,80382/19,1.14,2.82,23.2,47.42,0.3,1.71,5.26,3.02,11.5,0.11,9.645870967741935,31.333333333333332,0.0,61.521981761263106,12.181891384238465,3.0453708298869593,0.0,3.0453708298869593,5.644859813084112,3.803981964961644,0.0,3.081271096022737,3.081271096022737,0.0,4452,Ем-Еговское
1358,80386/19,0.84,2.37,28.82,45.54,0.27,1.7,6.03,1.31,11.28,0.14,7.107483870967742,26.333333333333332,0.0,75.79678780454607,5.408945283789301,3.762227736421285,0.0,3.762227736421285,2.4485981308411215,8.751965886175592,0.0,1.8513519610556781,1.8513519610556781,0.0,4452,Ем-Еговское
1359,81101/19,0.89,1.04,8.4,31.38,0.34,0.67,12.25,15.4,28.58,0.14,7.530548387096774,11.555555555555555,17.345698924731185,28.901254480286738,11.984005376344083,0.0,0.6066666666666667,0.6066666666666667,25.040193047365786,0.0,0.0,20.312726300675997,20.312726300675997,0.0,4594,Ем-Еговское
1360,81102/19,1.29,0.98,9.01,30.73,0.21,0.58,13.63,15.41,26.89,0.13,10.915064516129032,10.888888888888888,18.105376344086025,28.99426523297491,8.930118279569893,0.0,0.3747058823529411,0.3747058823529411,28.015393995452275,0.0,0.0,15.886606951112356,15.886606951112356,0.0,4594,Ем-Еговское
